F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
115.86,-94.5,81.39,6,21.04,-497.94,110.44,0.68,3.24,-6.8,-4483.26,-1828.72,-1663.96,-2275.48,113,UK,-129.06,-736.62,6127.56,39166.2,2604.21,-52.56,55.1,-10.42,-3062.25,11.4,2599.74,-4.41,51.72,712.6,-2692.98,15,8.13,High,157.43
120.21,-118.68,62.58,4,83.75,-416.08,311.5,11.1,5.98,-9.33,-3193.96,-1827.71,-1718.8,-2324.4,176.74,Rest,-239.04,-1327.4,5647.53,23056.44,2276.91,-63.63,59.58,-14.94,-1418.97,9.62,1384.2,-2.68,51.98,957.8,-1767.24,12,46.11,Medium,156.15
129.45,-61.38,69.72,6,24.78,-495.86,-822,3.87,4.24,-13.46,-3852.28,-1539.25,-120.72,-2451.18,138.94,Europe,-170.22,53.66,4909.3,24519.39,2495.91,-57.39,61.98,-6.81,-2777.7,6.58,3190.19,-6.82,65.74,723.21,-1149.3,24,35.88,High,332.63
10.14,-108.18,98.43,2,81.3,-377.5,258.64,29.88,3.62,-7.88,-3789.18,-1589.46,-2685.64,-2208.4,162.55,Europe,-130.23,-1274.9,6781,25186.14,1779.9,-53.13,70.62,-14.01,-2078.37,5.32,-4654.48,-2.16,55.34,480.99,-1963.98,9,15.12,Very high,172.46
25.65,-190.02,66.66,6,72.84,-600.86,-1109.64,1.01,3.2,-4.34,-3663.1,-1619.98,-1706.14,-3212.96,149.62,Europe,-218.64,-761.44,4624.35,23148.3,-340.05,-56.67,58.42,-11.24,-3322.26,22.08,-572.72,-8.66,56.92,1151.96,-665.25,24,53.91,Very high,-8.93
31.89,-202.56,68.22,12,69.65,-530.1,-243.44,26.85,4.06,-8.67,-3813.68,-1768.38,-354.9,-2695.44,154.38,USA,35.52,-788.24,6109.58,22228.83,3137.04,-64.74,57.68,-5.4,-3586.2,9.06,-1362.63,-3.09,45.52,757.14,-3229.29,3,61.89,Medium,-8.93
-233.46,-132.09,84.99,8,121.36,-526.82,-1417.02,0.15,10.32,-10.28,-5806.62,-2347.88,-1576.12,-1819.2,216.24,Europe,-148.44,-1457.42,6163.71,31849.59,915.93,-32.07,64.86,-11.97,-5087.94,6.18,-1857.95,-3.52,49.7,1016.26,-1094.79,12,39.84,Very low,33.6
-78.93,-85.86,53.22,10,24.84,-587.48,1737.8,0.01,0.34,-8.14,-2781.56,-1472.88,-2331.54,-1595.66,156.63,USA,-274.44,-1902.46,9729.3,43834.11,-621.6,-29.13,57.06,-11.26,-3831.15,14.96,3785.59,-0.45,45.78,421.29,-1459.02,21,52.29,High,195.85
187.5,-147.42,70.86,10,117.74,-540.92,-1789.54,1.25,2.32,-7.19,-3921.62,-2090.26,-1453.04,-1585.22,213.57,Europe,-245.34,-447.68,2841.86,16553.97,2081.46,-59.28,49.86,-11.67,-1472.28,2.06,950.53,1.53,46.5,532.5,-844.5,3,44.73,Very low,-8.93
134.22,-144.39,80.01,8,40.88,-533.44,-601.82,0.74,3.04,-8.47,-3714,-1719.8,-1871.4,-2304.26,117.3,Rest,-215.94,-967.9,5248.06,19288.92,-62.22,-66.21,60.2,-27.18,-2158.53,12.18,3135.02,0.24,71.56,802.48,-2487.48,3,39.54,High,-8.93
37.71,-106.77,54.27,8,113.99,-339.72,-2541.16,5.21,12.96,-10.25,-5904.06,-1987.32,-200.66,-1374.16,109.2,USA,-292.17,-1449.22,7559.36,35897.07,2345.88,-57.12,60.84,-7.91,-2640.15,10.54,-62.05,-5.09,39.48,1086.96,-792.69,6,35.55,Low,-8.93
-3.48,-331.11,52.98,14,40.16,-489.62,593.52,2.74,8.82,-14.06,-4436.78,-1374.82,-1300.08,-2801.98,125.66,USA,-122.67,-967.18,2455.98,38032.62,398.67,-42.9,61.1,-12.69,-4315.41,22.44,1709.64,-0.22,63.06,670.43,-1853.25,6,34.44,High,-8.93
-28.59,-227.67,67.59,6,45.12,-493.08,546.7,0.26,7.62,-9.73,-3038.98,-1289.05,-1623.96,-1521.3,151.44,UK,-200.25,-767.14,7139.18,29910.06,21.21,-51.27,59.3,-1.1,-2604.42,11,8929.22,-4.19,55.4,474.08,-1072.98,9,12.45,Low,-8.93
109.44,-105.15,76.65,6,76.6,-441.62,-1883.76,72.65,11.06,-10.94,-3978.38,-1663.14,-2027.24,-3580.72,203.26,UK,-256.11,-725.94,11185.97,43247.76,2692.65,-65.46,61.92,-11.35,-2913.3,13.22,3728.62,-1.45,54.76,764.96,-386.91,30,17.94,High,565.41
91.74,-67.83,60.27,6,-0.71,-484.26,-354.74,5.32,10.26,-1.65,-3242.64,-1802.15,255.62,-2581.86,103.75,UK,-128.88,-607.84,5909.67,23450.82,1271.28,-19.65,52.52,-12.17,-3185.13,2.12,1392.02,-3.98,46.74,554.06,-2257.71,9,37.26,Very high,38.94
-39.93,-179.88,56.16,0,93,-378.16,-755,0.48,0.34,-16.11,-3525.84,-2292.35,-625.96,-1970.86,164.72,Rest,-166.95,-1430.92,5037.76,49829.97,953.16,-56.28,74.44,-13.86,-2937.9,6.4,3146.38,-4.2,34.36,990.19,-898.98,9,38.46,Very high,656.32
4.26,-106.59,50.46,6,44.72,-478.58,-1018.72,0.5,4.98,-13.2,-3792.72,-1682.62,-972.82,-2272.48,124.04,USA,-348.12,-1491.22,8275.67,40719.18,70.92,-58.29,55.6,-9.09,-4771.35,1.1,-7556.96,-1.52,32.98,1293.86,-1676.88,6,65.7,High,734.2
-72.06,15.84,65.73,4,33.18,-508.22,-1851.8,0.71,3.28,-10.01,-4372.02,-1449.99,-1287.1,-3158.6,144.86,Europe,-50.88,-44.34,3173.98,26803.68,714.72,-33.54,52.08,-8.4,-2862.51,5.84,3828.37,-4.52,48.14,657.39,-333.57,12,29.61,Very high,194.14
-74.58,-251.94,48.72,2,24.79,-463.92,-1291.92,1.42,6.12,-12.67,-3836.22,-1187.8,-861.4,-1995.86,136.52,Rest,-227.94,-1868,8911.64,15000.45,2113.11,-23.49,58.94,-11.52,-1253.64,4.02,3623.75,1.83,52.12,1415.5,-277.2,12,30.84,Very low,320.51
74.94,-123.57,70.26,10,36.73,-415.08,1537.66,0.26,4.06,-8.13,-2832.08,-1275.85,-618.82,-1989.86,111.94,Europe,-254.13,-561.96,2032.4,20397.69,361.86,-53.16,58.44,-8.75,-2295.33,4.98,1304.68,-4.05,49.88,832.14,-918.54,18,57.75,Very high,109.43
191.37,-184.95,71.97,12,90.73,-441.72,35.22,35.04,9.74,-9.36,-2736.94,-1942.57,-3206.98,-2043.56,105.67,UK,-124.86,-1446.82,7586.93,27157.89,4063.38,-35.64,60.48,-13.03,-2209.14,8.52,7917.84,2.69,53.24,679.81,-711,15,42.96,Low,-8.93
3.63,-42.75,61.26,10,36.75,-468.56,1240.76,4.35,11.74,-4.58,-2972.7,-1976.08,-1815.82,-2908.08,171.04,USA,-65.55,-1069.1,5152.67,21091.29,1106.55,-45.69,67.06,-14.75,-3481.32,0.34,-3221.44,-6.93,47.44,708.07,-1115.79,12,8.04,Very low,-8.93
4.26,-121.98,61.89,6,73.37,-364.28,1368.38,0.04,17.74,-8.32,-4090.98,-1999.99,-1746.46,-3280.46,215.05,Europe,-191.94,-1124.52,8459.94,23614.56,2807.76,-63.96,60.22,-12.96,-2289.51,5.78,8404.96,-5.69,65.84,1459.9,-430.2,18,17.1,Very low,63.97
27.12,-242.82,31.53,4,82.82,-619.62,-458.66,0.1,10.32,-14.74,-4195.6,-1417.48,-1828.44,-2367.86,106.91,USA,-177.99,-817.44,7805.59,26403.51,366.09,-43.62,58.92,-12.41,-2919.78,4.96,-2053.6,0.77,55.64,1101.09,-2669.52,9,36.03,Very high,744.29
-139.56,9.6,94.35,12,71.59,-478.9,-476.74,0.11,2.82,-2.79,-4918.5,-1823.32,-1478.38,-2167.74,164.06,UK,-342.99,369.36,1957.02,41593.77,2989.59,-61.23,60.1,-10.42,-2323.14,12.68,3930.17,-5.05,47,1103.52,305.04,21,28.83,Low,-8.93
36.33,-235.83,81.51,10,33.21,-533.66,-33.1,12.03,6.32,-8.44,-3457.6,-1572.08,-1606.66,-3169.68,100.32,UK,-267.93,-1479.44,3813.78,32578.95,2442.03,14.67,59.76,-13.84,-2864.52,5.5,1845.36,1.06,48.04,811.68,-843.48,18,62.07,Medium,241.52
60.09,-61.11,60.15,14,66.7,-501.14,-2882.28,0,9.32,-10.21,-3734.8,-1653.79,-1143.98,-1971.48,101.34,UK,-42.18,-1524.86,4035.59,19527.39,1385.31,-58.2,59.18,-20.93,-2616.21,7.08,2872.58,-2.08,48.4,666.08,-2226.39,21,50.76,Medium,96.57
3.51,111.03,53.31,10,97.95,-466.52,-1944.04,0.3,8.56,-10.91,-3530.32,-1753.96,-980.02,-2434.14,175.75,UK,-234.21,-1045.06,3684.06,34931.37,1804.35,-57.3,72.56,-21.1,-3040.14,6.52,4586.34,2.08,44.32,1203.75,-1311.69,15,31.65,Very high,449.98
-34.59,10.89,65.88,8,52.44,-391.1,-1116,0.55,5.06,-9.2,-4907.76,-1470.84,-2176.84,-2026.08,148.08,Europe,-311.97,393.18,2542.76,32626.38,1542.9,-59.82,53.78,-14.37,-3112.5,5.48,-4287.96,-4.63,39.18,1293.03,-993.84,9,41.22,Medium,43.07
97.83,-120.27,55.44,12,31.6,-572.04,-1893.12,7.11,13.78,-13.65,-4055.6,-1999.76,-1369.94,-1466.48,178.26,USA,-106.8,-1525.14,8678.33,24004.59,-575.88,-41.79,55.62,-11.46,-2998.83,10.24,9708,-4.14,51.88,1380.59,-1666.86,12,46.92,Medium,171.95
-11.25,17.4,76.89,10,64.67,-318.62,-523.62,1.36,4.14,-11.42,-3402,-1886.59,-1064.56,-2507,143.2,USA,-309.69,-1569.44,6221.25,29208.09,575.85,-54.69,60.44,-11.44,-3574.05,14.5,-1630.04,-0.29,58.98,1142.79,-2835.57,12,11.67,Low,-8.93
84.36,-148.26,80.88,8,35.17,-451.14,237.7,0.14,8.72,-14.01,-3629.12,-1544.05,-1302.6,-1734.46,156.03,Europe,-187.44,-478.7,9646.08,26399.76,1735.2,-42.78,61.8,-14.04,-3109.68,2.26,1136.76,-1.5,53.18,868.84,534.48,18,30.06,High,346.28
-22.92,-36.36,84.39,12,64.44,-516.16,-415.56,0.69,14.5,-6.84,-4962.04,-1707.66,-4977,-2631.56,162.2,Europe,-101.67,-371.34,4863.37,25888.71,3628.65,-60.21,65.82,-11.51,-1451.52,8.72,-4027.06,6.56,17.04,1151.38,-1822.29,15,51.06,High,-0.57
73.71,-82.89,84.66,10,74.73,-330.56,-895.12,0.3,5.04,-8.33,-2629.5,-1402.26,-1988.14,-2804.78,116.69,USA,-181.62,-355.64,5681.84,22425.81,2825.31,-61.89,61.68,-16.62,-4653.9,6.02,2716.25,-3.86,60.22,918.41,-1663.2,6,37.5,Medium,-8.93
-44.1,-184.92,40.56,4,129.95,-420.5,-1300.16,0.33,8.48,-8.01,-2154.88,-1454.85,-2522.16,-1967.28,118.51,Europe,-227.22,-671.22,-219.48,26188.53,1899.87,-9.99,64.6,-6.76,-2281.29,13.42,1686.43,-3.37,47.24,1402.04,-1227.12,12,50.82,High,16.96
31.32,-209.31,97.62,10,48.24,-444.56,-1160.2,21.57,2.48,-6.68,-3370.8,-783.63,-2815.54,-2023.08,140.12,Rest,-275.76,-886.36,-271.32,26040.42,763.2,-52.32,55.52,-10.15,-4040.49,2.88,2473.65,0.08,44.92,777.95,-2105.28,18,34.26,Low,71.12
5.01,-203.49,70.44,10,88.93,-470.6,-1146.06,0,9.26,-7.96,-2970.92,-2159.13,-1869.6,-2319.78,171.76,Rest,-251.58,-1112.5,4438.1,17049.12,824.82,-50.88,64.64,-18.83,-3524.73,25.02,-553.04,-10.01,52.42,843.43,-113.67,9,39.42,Very high,-8.93
-48.66,-119.19,71.07,8,7.76,-483.92,-2043.22,5.99,9.22,-4.98,-2413.38,-1614.85,-2807.4,-1964.66,118.83,USA,-250.47,-1286.32,1063.63,26894.61,2660.13,-41.58,89.4,-6.53,-2481.39,12.68,596.67,-1.39,49.9,1172.18,-1246.62,6,52.77,Medium,-8.93
-155.58,-112.98,68.85,4,43.86,-540.12,-412.74,0.5,3.82,-8.81,-2236.7,-1613.68,-2079.5,-2781.36,147.22,Rest,-152.37,-379.74,6966.13,15547.89,370.53,-62.61,68.08,-14.74,-1654.89,8.58,2865.97,-8.97,50.26,645.18,-1886.64,18,31.14,Medium,230.85
101.07,-20.43,61.92,2,24.57,-453.58,-2598.24,0.12,22.82,-6.75,-3226.14,-1825.43,-1711.2,-1917.28,197.52,USA,-127.8,-1592.98,2362.62,24496.65,2780.58,-49.74,56.98,-5.86,-3369.69,5.76,8061.74,-2.57,47.38,1171.43,-1987.68,9,22.11,Medium,172.24
20.88,-146.4,60.9,4,74.65,-385.42,-943.72,0.2,7.3,-10.76,-2766.5,-1742.31,-2060.1,-1515.58,117.11,USA,-306.57,-1571.3,4296.6,14270.07,1006.29,-21.51,58.04,-6.42,-2955.54,3.62,3495.95,2.81,46.8,832.19,-1627.14,9,46.92,Very high,685.77
61.5,-217.23,77.37,4,109.72,-444.42,-2149.72,0.22,6.42,-12.95,-4248.82,-2008.16,-1328.06,-2146.72,162.16,Europe,-226.74,-202.54,6920.46,17185.92,1274.61,-33.39,61.06,-19.95,-4419.36,6.92,5397.59,-0.79,45.22,705.95,-1290.78,27,28.92,Low,291.64
-68.13,-141.51,69,6,101.05,-192.16,-547.32,0.19,2.68,-9.12,-4673.4,-1838.12,-1019.96,-2173.96,144.06,Rest,-113.43,-1294.72,6831.2,31339.26,1738.44,-53.91,60.36,-14.02,-3583.89,9.88,2954.94,3.98,50.34,1048.4,-1947.96,18,14.46,Medium,210.78
-76.83,-95.85,65.94,6,99.35,-462.76,-268.04,349.87,11.46,-9.52,-3978.62,-2185.27,-1243,-2350.64,148.41,USA,-214.95,-873.92,5135.81,26817.84,1653.93,-47.07,81.9,-11.74,-3236.01,11.94,2848.83,-4.8,63.2,576.91,-835.11,18,38.34,Medium,258.14
-17.91,-105.21,58.41,8,60.75,-432.64,-863.78,3.21,9.14,-10.27,-3268.42,-1303.14,-2002.78,-2075.16,107.75,Europe,-282.51,-1304.2,4693.38,15475.98,1553.76,-57.84,56.98,-8.99,-3063.78,3.58,5087,-1.47,49,1098.16,-2279.64,18,34.35,High,174.25
70.74,-98.91,68.07,4,46.47,-505.76,991.9,0.55,14.94,-12.48,-3503.64,-1390.65,-2474.58,-2270.4,182.32,Europe,-326.73,-610.92,5238.81,28977.84,2738.49,-53.28,71.88,-12.5,-3458.37,7.8,-1283.02,-9.82,58.3,944.03,-1076.85,15,24.54,Very low,116.38
208.29,-241.2,89.31,4,80.74,-497.78,917.78,9.8,3.74,-8.23,-3904.76,-1103.4,-2618.22,-2054.8,142.45,Rest,-239.7,-2641.16,5380.63,29482.95,2289.93,-38.58,49.32,-14.31,-2260.32,3.4,-389.71,-3.5,44.6,1098.61,-916.14,9,35.91,Very high,325.44
-89.61,-92.37,61.08,12,63.47,-600.54,-669.58,15,7.6,-10.85,-3307.36,-2098.41,-1866.5,-2085.12,191,Rest,-203.73,-1210.52,5606.87,24660.03,2067.42,-20.61,33.72,-12.81,-3153.48,12.18,5790.04,-2.07,56,1355.35,-2623.08,15,43.41,Medium,17.91
-66.27,-182.16,63.87,10,10.93,-470.68,-370.66,0.84,5.64,-16.1,-4484.34,-1774.25,-2627,-1632.68,135.49,USA,-295.14,-687.1,4450.24,35620.26,1579.14,-58.77,61.12,-13.39,-3965.01,17.56,2689.52,-1.37,38.9,252.73,-1297.83,9,39.15,Very low,-8.93
-7.59,-96.93,99.45,2,87.43,-429.92,-483.82,18.23,4.06,-7.49,-3065.28,-1532.72,-1574.22,-2604.46,149.77,UK,-265.26,-1300.98,2357.71,39565.14,1501.92,-63.81,48.26,-21.11,-2479.47,6.88,2031.07,3.21,44.1,780.9,-438.84,12,68.28,High,420.59
-58.8,-188.67,78.18,6,77.68,-421.76,-402.2,33.53,17.14,-13.2,-3984.82,-1442.78,-1093.94,-2932.3,243.34,Rest,-93.57,-1052.78,7767.23,23169.54,1522.62,-58.2,57.2,-14.9,-2555.13,11.24,-63.56,-6.59,48.84,1096.11,-182.04,15,45.9,Medium,252.71
-115.05,-106.68,69.99,12,71.47,-534.56,-895.44,0.02,3.44,-10.74,-2917.9,-1142.69,-1369.6,-2917.9,117.13,Rest,-90.69,-574.26,7020.26,31870.35,1701.57,-71.16,57.52,-15.5,-2476.05,11.62,3179.85,-5.9,51.58,1412.26,-648.81,9,28.17,High,24.21
96.99,-76.53,80.58,6,82.7,-488.6,-353.26,13.39,1.8,-8.58,-2942.82,-1477.38,-1588.9,-2974.72,146.39,Rest,-173.4,-1399.48,5579.76,39452.88,1205.37,-70.11,67.34,-9.75,-4134.96,9.46,2353.7,-2.75,50.6,1134.19,-728.13,3,40.65,Low,-8.93
170.49,-127.41,55.41,12,67.47,-559.52,94.64,20.43,25.02,-11.89,-3789.26,-1643.17,-721.42,-1897.2,187.74,USA,-264.9,-1095.3,-311.64,31601.28,416.82,-54.39,64.14,-14.02,-2067.06,20.48,1466.72,-0.78,52.82,946.72,-488.91,15,15.81,Very high,-8.93
20.37,-151.92,72.27,12,38.99,-477.3,-861.84,0.08,4.52,-10.25,-4000.16,-1529.64,-1414.42,-2904.2,-23.1,Europe,-60.6,-2271.1,2039.83,19332.96,2398.47,-57.15,65.48,-9.27,-1881.93,13.56,1085.82,-5,59.68,538.12,-2525.46,6,32.97,Medium,-8.93
73.68,-103.5,67.02,6,46.11,-377.1,-1372.82,344.44,1.8,-9.42,-3743.14,-2151.07,-1612.78,-3196.96,127.37,Rest,-134.13,-1099.92,7210.58,28270.8,2002.92,-53.76,58.02,-12.74,-4009.08,4.34,1386.59,-6.7,49.78,403.96,-2059.23,9,26.13,Very low,108.73
36.36,-158.34,73.44,10,71.01,-499.52,-160.28,15.28,2.42,-12.44,-4264.58,-1322.84,-1529.98,-2670.34,142.1,Rest,-92.61,-1338.14,4774.48,17089.5,1482.66,-75.63,71.84,-16.72,-1875.69,3.08,107.63,-2.66,62.88,411.62,-1375.65,12,30.06,Medium,234.4
-79.23,-181.56,56.43,4,28.3,-464.24,-2487.38,2.11,0.72,-10.42,-4006.12,-1542.06,-1943.86,-1894.96,99.94,Rest,-128.07,-1551.78,4970.9,18802.71,1402.53,-52.44,56.38,-12.46,-2957.28,0.9,3449.27,-3.92,47.44,787.78,-2737.98,21,24.48,Very low,373.27
-56.67,-91.17,73.14,4,36.55,-451,-375.86,0.46,17.44,-6.86,-3281.38,-2130.93,-1449,-2677.32,137.69,UK,-214.68,48.46,2088.76,28587.81,976.05,-52.77,69.48,-13.9,-3031.17,2.92,-331.18,-8.72,45.72,1102.86,-1189.35,6,52.41,High,227.01
27.09,-49.98,79.83,10,57.59,-596.38,-1039.1,13.26,6.68,-8.91,-5289.28,-1565.42,-2018.78,-3381.88,97.91,Europe,-320.55,-436.54,7299.96,31381.8,1212.81,-47.1,52.46,-9.58,-2643.18,1.42,1920.77,-1.2,48.82,1053.67,-779.64,9,36.72,Very low,24.37
334.02,-239.76,66.09,10,48.88,-460.02,-558.4,0,12.12,-5.87,-3916.9,-2190.2,41.02,-2354.54,161.27,Rest,-335.73,-1377.06,7011.39,19925.46,2818.74,-44.73,53.86,-11.09,-3803.58,6.5,3207.8,-2.69,57.42,1003.96,-626.73,15,35.43,Low,-8.93
-214.89,-115.08,76.26,6,81.15,-441.92,756.9,0.09,8.42,-7.67,-4040,-1293.04,-1490.44,-2303.2,126.7,UK,-263.85,-2078.96,6035.31,19324.26,389.82,-55.02,73.3,-17.75,-2563.95,4.08,7519.03,-1.17,52.1,954.16,-463.2,27,44.46,High,544.19
15.45,-226.32,79.62,10,16.99,-517.66,1613.88,45.39,5.6,-8.44,-3664.18,-1633.6,-1587.14,-1089.72,96.61,Rest,-271.35,-1320.02,4271.65,19470.06,2203.08,-51.9,58.48,-9.77,-85.05,9.86,1118.64,-0.52,65.04,1437.79,-971.46,15,51.12,High,62.03
-27.45,-224.76,49.26,8,28.79,-458.76,311.26,4.34,5.52,-6.01,-4039.18,-2050.98,-4749.88,-1823.86,372.06,USA,-246.69,-351.76,2599.77,19112.19,929.31,-53.37,63.12,-14.34,-2339.7,5.58,3776.15,-2.49,48.7,731.97,-2550.39,15,32.43,High,122.92
-38.97,-407.58,69.21,4,63.37,-510.96,-410.64,14.06,8.76,-13.41,-4411.9,-2086.68,-2338.94,-1217.82,179.14,USA,-259.08,-745.68,9111.65,21927.57,3027.9,-62.13,59,-13.51,-1323.6,2.66,4798.16,-5.73,43.76,804.33,693.24,9,42.36,High,737.73
37.65,-81.39,50.55,14,38.35,-523.04,-1689.8,12.39,8.48,-9.54,-4301.24,-1856.97,-672.76,-1652.84,142.36,USA,-211.92,-1223.58,8001.43,20203.41,1661.01,-48.63,63.78,-8.37,-3601.35,7.3,-1434.86,-1.28,64.4,714.88,-2333.85,12,35.37,Low,-8.93
5.58,-50.16,41.79,8,52.3,-401.18,-159.66,0.28,7.04,-11.31,-4211.32,-2021.95,-1041.32,-1966.42,114.51,Europe,-260.16,-513.06,4840.64,37538.1,1071.78,-49.8,63.48,-8.25,-3434.37,5.82,-775.37,-3.08,50.82,754.03,-1649.94,15,25.89,Low,109.32
-10.83,-38.61,63.87,8,64.03,-258.88,-657.58,0.01,6.74,-14.88,-3679.8,-1852.2,-1791.3,-3199.82,221.81,Rest,-205.68,-228.2,2849.35,21744.57,2598.78,-66.6,43.1,-14.05,-3345.63,19.38,6423.66,-1.11,47.1,770.13,-1734.51,12,48.39,Very low,-8.93
25.05,-108.93,68.28,10,54.32,-477.94,-537.94,0.25,17.98,-8.98,-2399.02,-2048.95,-1187.16,-3123.12,77.67,Europe,-132.3,-761.14,1937.02,21198,2136.78,-45.21,56.56,-13.28,-1251.99,2.54,-176.94,1.81,46.46,465.96,-1169.07,3,6.99,Very high,36.94
227.07,-209.19,58.62,8,100.25,-411.54,-1283.2,0.01,14.42,-6.97,-2273.02,-1757.65,-228.82,-2187.74,215.7,Europe,-88.44,-1094.8,2881.22,38396.73,1316.19,-70.11,60.14,-6.57,-4725.87,6.26,-4900.02,-1.05,49.18,752.81,-842.91,3,29.55,Medium,-8.93
-4.35,-153.12,55.65,14,29.56,-491.28,-1688.08,0.11,4.76,-4.41,-5500.66,-1150.59,-2842.86,-2095.9,131.93,UK,-138.93,-1181.82,1782.63,34116.54,2131.41,-68.97,46.1,-14.49,-2347.26,2.36,768.69,-1.22,48.82,1394.98,-1343.46,15,20.4,Very low,-8.93
99.99,-98.31,77.64,16,100.35,-569.38,-1501.52,0,5.94,-8.1,-3164.24,-2281.4,-1479.24,-2452.12,189.07,Europe,-140.43,-991.12,3013.49,29055.33,1235.73,-36.12,56.56,-10.39,-3054.66,6.88,7637.14,-0.31,49.28,1002.08,-591.66,3,35.43,Very low,-8.93
83.67,-85.74,55.47,6,121.66,-404.02,-1569.68,2.1,3.32,-2.36,-5429.22,-1576.78,-1349.24,-1738.72,62.87,Rest,-134.28,-1790.18,6680.91,51441.3,2533.83,-39.12,56.24,-13.48,-2329.32,7.94,2600.38,-0.82,34.24,307.62,-2428.35,12,41.67,Low,-8.93
-11.13,-83.31,71.49,10,34.23,-376.62,77.02,0.01,6.12,-11.25,-4335.36,-2064.3,-1377.08,-2360.48,150.16,Europe,-149.49,-1000.1,8642.94,24676.08,542.16,-49.71,73.18,-11.64,-1559.97,7.3,1816.7,1.67,53.2,576.08,-3669,6,47.34,Medium,26.93
-21.45,-42.33,69.57,6,12.89,-536.2,-1074.04,0.67,5.3,-10.18,-3801.88,-1350.76,-2405.6,-3821.24,143.08,UK,-294.69,-137.3,6906.43,31265.31,2127.72,-74.61,71.46,-10.58,-3022.8,2.46,-6054.64,-0.31,51.4,497.14,-1168.65,18,25.23,High,556.67
-65.97,-72.48,79.44,2,53.27,-525.58,-132.3,2.9,6.08,-9.97,-3836.54,-2245.1,-1357.3,-2457.54,138.21,USA,-247.83,-1329.22,2175.09,29184.99,2029.02,-35.7,58.4,-12.82,-3682.68,14.42,3808.78,-5.49,36.26,1128.79,-414.51,9,44.61,Very low,-8.93
64.5,-181.08,34.62,2,77.69,-546.76,922.5,1.9,3.72,-11.25,-4150.68,-1614.93,-870.4,-2176.08,137.27,Europe,-150.24,-1448.28,6269.44,18099.15,2380.08,-73.8,54.16,-13.68,-1025.4,7.14,1459.36,0.79,50.78,764.46,8.67,12,35.7,High,199.09
-55.71,-187.08,65.97,8,49.24,-560.26,-896.72,0.03,0.72,-11.84,-4642.8,-1441.69,-729.58,-1567.4,155.97,USA,-145.23,-855.14,3907.17,31673.67,2748.42,-56.94,45.82,-11.26,-2784.12,1.54,1107.08,0.49,72.96,680.06,-499.29,15,39.96,Low,641.5
22.14,-135.75,60.9,12,78.09,-506.7,851.1,0.43,3.22,-3.79,-3773.1,-1560.7,1554.7,-2954.76,217.17,UK,-200.04,-888.38,7369.64,25918.14,2604.57,-53.55,62.46,-12.05,-3389.55,11.44,7894.54,-0.87,22.26,570.16,-1649.67,6,49.11,Medium,-8.93
-116.7,-206.22,62.58,4,47.57,-341.74,172.46,1.86,10.14,-5.79,-5056.46,-1638.86,1263.74,-2601.94,153.89,Europe,-148.05,-687.78,3796.41,35249.49,909.78,-41.25,57.02,-12.62,-2158.11,2.54,4105.85,-0.86,59.28,743.88,-1349.34,12,79.38,Very high,161.65
-76.8,-164.25,64.68,10,53.76,-511.76,368.22,57.37,4.46,-9.83,-4218.48,-1389.74,-2446.98,-2676.74,156.58,Europe,-51.87,-1335.26,2800.54,23269.08,1949.07,-52.77,64.86,-14.75,-1795.62,21.02,1403.99,-0.87,51.78,604.27,-2036.01,6,46.83,Low,-8.93
-3.87,-183.72,45.48,6,78.06,-427.1,-589.66,0.58,4.4,-10.55,-3712.6,-972.13,-466.78,-2171.6,149.67,UK,-287.07,-1637.28,7965.56,26531.79,1522.14,-56.34,79.4,-13.72,-2627.1,6.06,5093.87,0.35,42.04,750.62,-2107.26,15,35.13,Low,372.77
35.25,-61.74,43.5,10,105.51,-509.68,-1363.78,11.3,6.34,-7.86,-2537.38,-1486.25,-1895.32,-2984.62,120.06,USA,-217.2,-2218.2,6389.51,28939.32,707.07,-37.74,53.4,-9.25,-996.6,1.98,2360.85,-0.03,56.58,906.81,668.43,12,39.09,Very low,40.33
-102.15,-207.96,59.91,8,114.11,-403.52,-663.42,1.34,2,-10.83,-3395.24,-1718.52,-1848.62,-3345.22,108,USA,-286.44,-1382.2,10679.1,24605.79,1613.79,-50.31,56.78,-12.75,-2201.94,3,-3984.63,-3.34,49.08,973.78,15.45,15,31.17,High,710.75
190.05,-181.95,42.39,4,39.28,-488,-1806.7,0.85,29.28,-11.45,-5226.7,-1209.55,-2873.12,-2976.7,161.58,USA,-101.16,-1634.68,2832.77,30412.59,3242.37,-50.97,49.48,-12.91,-2530.05,3.18,6079.29,3.25,56.88,1276.73,-915.87,6,54.9,High,638.25
102.39,-232.62,69.03,6,112.72,-554.8,431.94,119.9,11.16,-6.85,-8802.1,-2183.64,-3058.16,-2289.38,150.38,UK,-332.64,-1070.7,12651.7,16054.95,1553.88,-42.09,53.98,-13.39,-3026.19,5.08,6834.18,-2.31,51.28,643.14,-604.14,9,21.9,Medium,119.27
-30.12,-164.4,66.6,6,59.83,-494.56,681.52,0.65,11.36,-10.66,-4594.34,-1503.22,-1915.74,-2390.32,114.84,Europe,-276.9,-447.2,7485.2,21013.59,831.63,-45.18,64.56,-14.07,-3669.87,1.32,9149.89,2.12,54.4,1304.16,-2331.99,9,27.51,Low,114.53
